"Department","Urban/Rural","Sex","Age","Indiginous","Civil_Status","Residence_2016","Department_2016","Country_2016","Reason","Info_status","Employment_type","Income","Education","Occupation","Pay_frequency","Monthly_Income"
"Santa Cruz","Rural","Male",42,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Other Reason (Specify)",NA,"Self-Employed",4700,"None","Agriculture, Livestock, Fishing and Others","Monthly",4700
"Santa Cruz","Rural","Female",43,"Belongs","Commonlaw Marriage","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Unpaid Laborer",NA,"None","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Male",20,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Self-Employed",200,"Incomplete Secondary","Installation/Machinery Operators","Daily",6000
"Santa Cruz","Rural","Male",18,"Belongs","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Complete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Male",47,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Incomplete Primary","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Female",43,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Male",14,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Secondary",NA,NA,NA
"Santa Cruz","Rural","Female",7,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Rural","Male",5,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Rural","Female",22,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Education","Student",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Rural","Male",32,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Complete Secondary","Agriculture, Livestock, Fishing and Others",NA,NA
"Santa Cruz","Rural","Female",27,"Does not belong","Married","Elsewhere in the country","Santa Cruz",NA,"Work Transfer","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Santa Cruz","Rural","Female",9,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Rural","Female",8,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Santa Cruz","Rural","Male",72,"Belongs","Divorced","Elsewhere in the country","Tarija",NA,"Health",NA,"Non-salaried employer/partner",15600,"Higher Education","Public Administration and Business Managers","Monthly",15600
"Santa Cruz","Rural","Female",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Santa Cruz","Rural","Male",41,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",6000,"Others","Construction/Manufacturing Industry Workers","Monthly",6000
"Santa Cruz","Rural","Female",6,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,NA,NA,"None",NA,NA,NA
"Santa Cruz","Rural","Female",19,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Office Employees",NA,NA
"Beni","Urban","Male",42,"Belongs","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Self-Employed",600,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Weekly",2400
"Beni","Urban","Male",22,"Belongs","Single","Elsewhere in the country","Cochabamba",NA,"Other Reason (Specify)",NA,"Unskilled Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Beni","Urban","Male",33,"Does not belong","Commonlaw Marriage","Abroad","","Colombia","Other Reason (Specify)",NA,"Self-Employed",1300,"Higher Education","Service Workers/Merchants","Bi-weekly",2600
"Beni","Urban","Female",37,"Belongs","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Stay-at-Home",NA,"Complete Primary","Service Workers/Merchants",NA,NA
"Beni","Urban","Male",10,"Belongs",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Beni","Urban","Female",5,"Belongs",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Beni","Urban","Female",20,"Belongs","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Construction/Manufacturing Industry Workers",NA,NA
"Beni","Urban","Male",48,"Does not belong","Commonlaw Marriage","Abroad","","Colombia","Job Search",NA,"Unskilled Laborer",NA,"Incomplete Primary","Service Workers/Merchants",NA,NA
"Beni","Urban","Female",42,"Does not belong","Commonlaw Marriage","Abroad","","Colombia","Job Search","Stay-at-Home",NA,NA,"Complete Primary",NA,NA,NA
"Beni","Urban","Male",20,"Does not belong","Single","Abroad","","Colombia","Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Primary","Service Workers/Merchants",NA,NA
"Beni","Urban","Female",11,"Does not belong",NA,"Abroad","","Colombia","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Beni","Urban","Male",31,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Complete Secondary","Mid-Level Technicians",NA,NA
"Beni","Urban","Male",9,"Does not belong",NA,"Elsewhere in the country","Santa Cruz",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Beni","Urban","Male",66,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Self-Employed",3000,"Complete Secondary","Mid-Level Technicians","Monthly",3000
"Beni","Urban","Female",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Beni","Urban","Male",19,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Beni","Urban","Male",31,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Beni","Urban","Male",27,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Education",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Beni","Urban","Male",39,"3. No soy boliviana o boliviano","Single","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Beni","Urban","Male",38,"Does not belong","Married","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Beni","Urban","Male",30,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Beni","Urban","Male",41,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Beni","Urban","Male",30,"Does not belong","Single","Elsewhere in the country","Potosí",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Public Administration and Business Managers",NA,NA
"Beni","Urban","Male",39,"Does not belong","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Work Transfer",NA,"Self-Employed",2500,"Higher Education","Installation/Machinery Operators","Weekly",10000
"Beni","Urban","Male",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",600,"Complete Primary","Construction/Manufacturing Industry Workers","Weekly",2400
"Beni","Urban","Female",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Pando",NA,"Job Search","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Beni","Urban","Male",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Beni","Urban","Female",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Male",43,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Family Reason",NA,"Self-Employed",500,"Higher Education","Mid-Level Technicians","Weekly",2000
"Beni","Urban","Male",27,"Does not belong","Single","Elsewhere in the country","Chuquisaca",NA,"Family Reason","Student",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Male",23,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Self-Employed",80,"Complete Secondary","Construction/Manufacturing Industry Workers","Daily",2400
"Beni","Urban","Female",36,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason","Student",NA,NA,"None",NA,NA,NA
"Beni","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Beni","Urban","Female",26,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Other Reason (Specify)",NA,NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Female",23,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason","Student",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Female",5,"Does not belong",NA,"Elsewhere in the country","Beni",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Beni","Urban","Male",25,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Job Search",NA,"Self-Employed",720,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Weekly",2880
"Beni","Urban","Female",26,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Job Search","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Beni","Urban","Male",25,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Non-salaried employer/partner",10000,"Complete Secondary","Installation/Machinery Operators","Monthly",10000
"Beni","Urban","Female",23,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Cochabamba",NA,"Job Search","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Male",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Job Search",NA,"Non-salaried employer/partner",3000,"Others","Mid-Level Technicians","Weekly",12000
"Beni","Urban","Female",32,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Beni","Urban","Female",9,"Does not belong",NA,"Elsewhere in the country","Beni",NA,"Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Beni","Urban","Male",36,"Does not belong","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Self-Employed",2500,"Complete Secondary","Construction/Manufacturing Industry Workers","Weekly",10000
"Beni","Urban","Female",31,"Does not belong","Commonlaw Marriage","Elsewhere in the country","La Paz",NA,"Family Reason","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Male",31,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Family Reason",NA,"Unpaid Laborer",NA,"Higher Education","Service Workers/Merchants",NA,NA
"Beni","Urban","Male",30,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason",NA,"Self-Employed",600,"Incomplete Secondary","Construction/Manufacturing Industry Workers","Weekly",2400
"Beni","Urban","Female",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason","Stay-at-Home",NA,NA,"Others",NA,NA,NA
"Beni","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","Beni",NA,"Family Reason","Student",NA,NA,"None",NA,NA,NA
"Beni","Urban","Male",23,"Does not belong","Single","Elsewhere in the country","Beni",NA,"Education","Student",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Male",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Pando",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Unskilled Workers",NA,NA
"Beni","Urban","Female",24,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Pando",NA,"Work Transfer","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Male",6,"Does not belong",NA,"Elsewhere in the country","Pando",NA,"Family Reason",NA,NA,NA,"None",NA,NA,NA
"Beni","Urban","Female",22,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason","Stay-at-Home",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Male",39,"Does not belong","Married","Elsewhere in the country","Pando",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Higher Education","Armed Forces",NA,NA
"Beni","Urban","Female",33,"Does not belong","Married","Elsewhere in the country","Pando",NA,"Work Transfer","Stay-at-Home",NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Male",10,"Does not belong",NA,"Abroad","","Brasil","Family Reason","Student",NA,NA,"Incomplete Primary",NA,NA,NA
"Beni","Urban","Male",28,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Health","Other",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Male",18,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Education",NA,"Unskilled Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Beni","Urban","Female",19,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Education",NA,"Unskilled Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Beni","Urban","Male",36,"Belongs","Single","Abroad","","España","Job Search",NA,"Self-Employed",200,"Incomplete Secondary","Installation/Machinery Operators","Daily",6000
"Beni","Urban","Male",39,"Does not belong","Single","Abroad","","España","Job Search",NA,"Self-Employed",840,"Complete Secondary","Construction/Manufacturing Industry Workers","Weekly",3360
"Beni","Urban","Female",23,"Does not belong","Single","Abroad","","Brasil","Job Search",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Male",55,"Belongs","Married","Elsewhere in the country","La Paz",NA,"Job Search",NA,"Non-salaried employer/partner",7000,"Complete Primary","Service Workers/Merchants","Weekly",28000
"Beni","Urban","Male",21,"Belongs","Single","Elsewhere in the country","La Paz",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Complete Secondary","Service Workers/Merchants",NA,NA
"Beni","Urban","Male",32,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Job Search",NA,"Self-Employed",450,"Higher Education","Mid-Level Technicians","Weekly",1800
"Beni","Urban","Male",30,"Does not belong","Married","Elsewhere in the country","Beni",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Beni","Urban","Female",29,"Does not belong","Married","Elsewhere in the country","Beni",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
"Beni","Urban","Female",7,"Does not belong",NA,"Elsewhere in the country","Beni",NA,"Job Search","Student",NA,NA,"None",NA,NA,NA
"Beni","Urban","Male",49,"Does not belong","Single","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Self-Employed",7000,"Incomplete Secondary","Mid-Level Technicians","Monthly",7000
"Beni","Urban","Female",21,"Does not belong","Single","Elsewhere in the country","La Paz",NA,"Family Reason","Student",NA,NA,"Higher Education",NA,NA,NA
"Beni","Urban","Male",24,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Work Transfer",NA,"Unskilled Laborer",NA,"Complete Secondary","Construction/Manufacturing Industry Workers",NA,NA
"Beni","Urban","Female",23,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Santa Cruz",NA,"Family Reason","Stay-at-Home",NA,NA,"Incomplete Secondary",NA,NA,NA
"Beni","Urban","Male",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason",NA,"Unskilled Laborer",NA,"Incomplete Secondary","Installation/Machinery Operators",NA,NA
"Beni","Urban","Female",27,"Does not belong","Commonlaw Marriage","Elsewhere in the country","Beni",NA,"Family Reason",NA,NA,NA,"Complete Secondary",NA,NA,NA
"Beni","Urban","Female",28,"Does not belong","Single","Elsewhere in the country","Cochabamba",NA,"Job Search",NA,"Unskilled Laborer",NA,"Higher Education","Scientific and Intellectual Professionals",NA,NA
